"player","position","season","Team","GP","TOI","onGF_60","onGA_60","onG_diff_60","onxGF_60","onxGA_60","onxG_diff_60","onSF_60","onSA_60","onS_diff_60","onFF_60","onFA_60","onF_diff_60","onCF_60","onCA_60","onC_diff_60","onSh_perc","onxGA_per_FA"
"JORDAN.OESTERLE","D","20182019","ARI",6,6.23,9.63,0,9.63,3.66,5.39,-1.73,28.89,38.52,-9.63,28.89,57.78,-28.89,28.89,67.42,-38.52,33.33,0.0933
"JORDAN.STAAL","F","20162017","CAR",19,18.82,3.19,6.38,-3.19,4.46,4.14,0.32,51.01,35.07,15.94,66.95,38.26,28.69,73.33,44.63,28.69,6.25,0.1083
"JORDAN.STAAL","F","20172018","CAR",14,17.1,0,0,0,8.63,2.35,6.28,63.16,14.04,49.12,77.19,24.56,52.63,91.23,35.09,56.14,0,0.0957
"JORDAN.STAAL","F","20182019","CAR",9,9.42,6.37,0,6.37,5.29,4.78,0.51,44.59,25.48,19.11,63.69,31.85,31.85,63.69,38.22,25.48,14.29,0.15
"JORDAN.WEAL","F","20172018","PHI",8,5.65,10.62,0,10.62,3.5,5.52,-2.02,31.86,21.24,10.62,42.48,42.48,0,42.48,42.48,0,33.33,0.13
"JORI.LEHTERA","F","20162017","STL",8,8.22,21.9,7.3,14.6,4.53,4.23,0.29,51.09,29.2,21.9,58.39,51.09,7.3,72.99,72.99,0,42.86,0.0829
"JOSH.ANDERSON","F","20172018","CBJ",13,18.07,6.64,0,6.64,5.35,3.55,1.79,36.52,36.52,0,46.49,46.49,0,49.81,53.13,-3.32,18.18,0.0764
"JOSH.BAILEY","F","20162017","NYI",18,15.97,11.27,7.51,3.76,4.17,7.74,-3.57,48.84,67.63,-18.79,56.36,75.14,-18.79,56.36,90.17,-33.81,23.08,0.103
"JOSH.BAILEY","F","20172018","NYI",17,17.12,3.5,0,3.5,3.4,7.32,-3.93,21.03,45.56,-24.53,35.05,59.58,-24.53,38.55,66.59,-28.04,16.67,0.1229
"JOSH.BAILEY","F","20182019","NYI",11,16.53,3.63,0,3.63,5.44,4.1,1.34,29.04,25.41,3.63,32.67,36.3,-3.63,39.93,43.56,-3.63,12.5,0.113
"JOSH.LEIVO","F","20182019","VAN",13,14.47,8.29,0,8.29,4.27,4.64,-0.37,20.73,45.61,-24.88,33.17,58.05,-24.88,41.47,66.34,-24.88,40,0.08
"JOSH.MANSON","D","20172018","ANA",6,6.67,9,0,9,4.14,4.32,-0.18,26.99,35.98,-9,26.99,44.98,-17.99,35.98,53.97,-17.99,33.33,0.096
"JOSH.MORRISSEY","D","20172018","WPG",9,9.48,6.33,0,6.33,3.8,6.2,-2.41,25.32,37.97,-12.66,37.97,50.63,-12.66,44.3,69.62,-25.32,25,0.1225
"JOSH.MORRISSEY","D","20182019","WPG",11,14.93,8.04,4.02,4.02,3.7,3.98,-0.28,44.21,32.15,12.06,44.21,56.26,-12.06,52.24,76.36,-24.11,18.18,0.0707
"J.T..COMPHER","F","20172018","COL",8,8.1,7.41,14.81,-7.41,4.74,6,-1.26,51.85,74.07,-22.22,51.85,74.07,-22.22,74.07,74.07,0,14.29,0.081
"J.T..COMPHER","F","20182019","COL",8,9.7,0,6.19,-6.19,1.18,1.73,-0.56,6.19,30.93,-24.74,12.37,37.11,-24.74,24.74,43.3,-18.56,0,0.0467
"J.T..MILLER","F","20162017","NYR",10,10.42,5.76,0,5.76,7.14,2.19,4.95,51.82,23.03,28.79,69.1,34.55,34.55,74.86,40.31,34.55,11.11,0.0633
"J.T..MILLER","F","20172018","NYR",13,13.33,13.5,0,13.5,4.91,2.61,2.3,40.51,27.01,13.5,45.01,31.51,13.5,54.01,54.01,0,33.33,0.0829
"JUSSI.JOKINEN","F","20162017","FLA",11,12.47,9.62,4.81,4.81,5.73,3.13,2.6,33.68,33.68,0,48.12,43.3,4.81,67.36,57.74,9.62,28.57,0.0722
"JUSTIN.BRAUN","D","20172018","S.J",11,7.67,7.82,7.82,0,6.26,4.38,1.88,31.29,31.29,0,54.76,46.94,7.82,78.23,54.76,23.47,25,0.0933
"JUSTIN.FAULK","D","20162017","CAR",18,18.48,6.49,3.25,3.25,3.38,4.68,-1.3,42.21,38.96,3.25,45.45,48.7,-3.25,58.44,51.95,6.49,15.38,0.096
"JUSTIN.FAULK","D","20172018","CAR",16,22.38,0,8.04,-8.04,7.61,3.4,4.21,53.62,29.49,24.13,72.39,42.9,29.49,85.79,56.3,29.49,0,0.0794
"JUSTIN.FAULK","D","20182019","CAR",11,9.85,12.18,12.18,0,6.58,8.47,-1.89,48.73,48.73,0,60.91,67.01,-6.09,60.91,67.01,-6.09,25,0.1264
"JUSTIN.SCHULTZ","D","20162017","PIT",16,15.05,3.99,0,3.99,4.54,5.58,-1.04,31.89,47.84,-15.95,43.85,51.83,-7.97,51.83,71.76,-19.93,12.5,0.1077
"JUSTIN.SCHULTZ","D","20172018","PIT",10,7.25,24.83,16.55,8.28,5.05,6.37,-1.32,41.38,49.66,-8.28,57.93,57.93,0,57.93,57.93,0,60,0.11
"JUSTIN.SCHULTZ","D","20182019","PIT",7,8.73,6.87,6.87,0,3.51,3.44,0.07,27.49,27.49,0,48.11,27.49,20.62,75.6,34.36,41.24,25,0.125
"KARL.ALZNER","D","20162017","WSH",11,6.58,0,0,0,0,6.29,-6.29,0,45.59,-45.59,0,63.83,-63.83,0,72.95,-72.95,NA,0.0986
"KASPERI.KAPANEN","F","20182019","TOR",9,8.97,13.38,0,13.38,5.35,2.34,3.01,26.76,46.82,-20.07,73.58,46.82,26.76,73.58,46.82,26.76,50,0.05
"KEITH.YANDLE","D","20162017","FLA",17,18.5,3.24,3.24,0,2.08,4.61,-2.53,25.95,29.19,-3.24,29.19,38.92,-9.73,38.92,55.14,-16.22,12.5,0.1183
"KEITH.YANDLE","D","20172018","FLA",13,18.52,0,3.24,-3.24,2.37,4.79,-2.43,16.2,45.36,-29.16,29.16,58.32,-29.16,38.88,64.79,-25.92,0,0.0822
"KEITH.YANDLE","D","20182019","FLA",16,17.7,0,13.56,-13.56,3.63,5.73,-2.1,27.12,64.41,-37.29,33.9,64.41,-30.51,44.07,71.19,-27.12,0,0.0889
"KEVIN.FIALA","F","20172018","NSH",15,13.32,0,0,0,1.8,4.19,-2.39,18.02,63.06,-45.05,18.02,67.57,-49.55,27.03,67.57,-40.54,0,0.062
"KEVIN.HAYES","F","20162017","NYR",8,8.85,0,6.78,-6.78,10.31,5.49,4.81,47.46,27.12,20.34,81.36,33.9,47.46,81.36,47.46,33.9,0,0.162
"KEVIN.HAYES","F","20172018","NYR",13,12.52,0,4.79,-4.79,6.23,4.5,1.73,33.55,43.13,-9.58,57.51,43.13,14.38,62.3,57.51,4.79,0,0.1044
"KEVIN.HAYES","F","20182019","NYR",11,17.97,0,6.68,-6.68,3.34,5.08,-1.74,30.05,40.07,-10.02,33.39,60.1,-26.71,43.41,70.12,-26.71,0,0.0844
"KEVIN.LABANC","F","20162017","S.J",7,7.05,8.51,8.51,0,7.91,8.94,-1.02,34.04,42.55,-8.51,51.06,59.57,-8.51,59.57,59.57,0,25,0.15
"KEVIN.LABANC","F","20172018","S.J",9,7.82,7.67,0,7.67,4.22,4.3,-0.08,46.04,15.35,30.69,53.71,46.04,7.67,61.38,46.04,15.35,16.67,0.0933
"KEVIN.ROY","F","20172018","ANA",5,5.12,0,0,0,3.05,5.16,-2.11,23.44,58.59,-35.16,35.16,70.31,-35.16,46.88,70.31,-23.44,0,0.0733
"KEVIN.SHATTENKIRK","D","20162017","STL",10,12.38,14.54,0,14.54,4.31,2.96,1.36,29.08,19.39,9.69,38.77,48.47,-9.69,43.62,63,-19.39,50,0.061
"KEVIN.SHATTENKIRK","D","20172018","NYR",10,7.82,15.35,0,15.35,7.98,6.91,1.07,46.04,46.04,0,61.38,61.38,0,69.05,84.4,-15.35,33.33,0.1125
"KEVIN.SHATTENKIRK","D","20182019","NYR",7,5.27,0,11.39,-11.39,2.73,4.55,-1.82,22.77,68.31,-45.54,22.77,68.31,-45.54,22.77,113.85,-91.08,0,0.0667
"KRIS.LETANG","D","20162017","PIT",14,16.48,7.28,7.28,0,8.05,6.3,1.75,54.61,43.69,10.92,61.89,61.89,0,72.82,69.17,3.64,13.33,0.1018
"KRIS.LETANG","D","20172018","PIT",18,19.65,12.21,3.05,9.16,6.47,2.87,3.6,36.64,27.48,9.16,61.07,30.53,30.53,67.18,30.53,36.64,33.33,0.094
"KRIS.LETANG","D","20182019","PIT",14,17.32,0,13.86,-13.86,4.75,4.99,-0.24,41.57,31.18,10.39,55.43,41.57,13.86,58.89,45.03,13.86,0,0.12
"KRIS.RUSSELL","D","20162017","EDM",12,11.18,0,5.37,-5.37,6.98,2.25,4.72,32.2,21.47,10.73,59.03,21.47,37.57,69.77,32.2,37.57,0,0.105
"KRIS.VERSTEEG","F","20162017","CGY",8,6.42,0,0,0,1.78,3.18,-1.4,18.69,46.73,-28.04,28.04,46.73,-18.69,37.38,46.73,-9.35,0,0.068
"KYLE.CONNOR","F","20172018","WPG",11,11.82,15.23,5.08,10.15,7.56,5.53,2.03,45.69,35.53,10.15,60.91,45.69,15.23,65.99,65.99,0,33.33,0.1211
"KYLE.CONNOR","F","20182019","WPG",9,11.73,5.12,0,5.12,6.04,2.2,3.84,56.27,20.46,35.81,66.5,35.81,30.69,86.96,56.27,30.69,9.09,0.0614
"KYLE.OKPOSO","F","20162017","BUF",15,19.62,6.12,0,6.12,6.61,3.73,2.87,45.87,24.46,21.41,58.1,42.81,15.29,67.28,48.93,18.35,13.33,0.0871
"KYLE.OKPOSO","F","20172018","BUF",5,6,0,10,-10,2.9,6.9,-4,30,60,-30,30,70,-40,40,90,-50,0,0.0986
"KYLE.PALMIERI","F","20162017","N.J",16,14.4,12.5,8.33,4.17,5.33,6.38,-1.04,50,37.5,12.5,50,62.5,-12.5,50,75,-25,25,0.102
"KYLE.PALMIERI","F","20172018","N.J",12,12.82,9.36,9.36,0,8.24,7.02,1.22,60.84,46.8,14.04,70.2,60.84,9.36,70.2,70.2,0,15.38,0.1154
"KYLE.PALMIERI","F","20182019","N.J",11,11.35,5.29,5.29,0,1.74,11.58,-9.83,15.86,63.44,-47.58,15.86,68.72,-52.86,26.43,68.72,-42.29,33.33,0.1685
"KYLE.TURRIS","F","20162017","OTT",17,26.48,4.53,4.53,0,2.88,4.67,-1.79,33.99,40.79,-6.8,40.79,58.91,-18.13,43.05,79.31,-36.25,13.33,0.0792
"KYLE.TURRIS","F","20172018","NSH",17,21.03,0,0,0,4.31,4.68,-0.37,22.82,39.94,-17.12,37.09,57.06,-19.97,45.65,65.62,-19.97,0,0.082
"KYLE.TURRIS","F","20182019","NSH",7,8.15,7.36,0,7.36,5.3,3.46,1.84,36.81,7.36,29.45,58.9,29.45,29.45,66.26,51.53,14.72,20,0.1175
"LARS.ELLER","F","20162017","WSH",8,8.25,0,0,0,5.96,2.98,2.98,50.91,50.91,0,58.18,58.18,0,65.45,58.18,7.27,0,0.0512
"LARS.ELLER","F","20172018","WSH",9,9.37,12.81,6.4,6.4,4.1,5.25,-1.15,38.42,38.42,0,44.82,44.82,0,64.03,51.23,12.81,33.33,0.1171
"LARS.ELLER","F","20182019","WSH",11,9.28,6.47,6.47,0,5.3,4.01,1.29,38.79,45.26,-6.47,71.12,45.26,25.86,90.52,58.19,32.33,16.67,0.0886
"LEO.KOMAROV","F","20162017","TOR",13,10.15,5.91,11.82,-5.91,6.27,4.14,2.13,41.38,29.56,11.82,59.11,53.2,5.91,65.02,59.11,5.91,14.29,0.0778
"LEON.DRAISAITL","F","20162017","EDM",15,25.95,6.94,0,6.94,8.62,2.52,6.1,39.31,20.81,18.5,50.87,30.06,20.81,62.43,41.62,20.81,17.65,0.0838
"LEON.DRAISAITL","F","20172018","EDM",17,30.22,9.93,5.96,3.97,7.19,7.31,-0.12,43.68,39.71,3.97,51.62,57.58,-5.96,61.55,63.53,-1.99,22.73,0.1269
"LEON.DRAISAITL","F","20182019","EDM",20,27.6,15.22,6.52,8.7,6.61,5.3,1.3,50,23.91,26.09,65.22,34.78,30.43,76.09,43.48,32.61,30.43,0.1525
"LOGAN.COUTURE","F","20162017","S.J",10,9.02,6.65,19.96,-13.3,2.73,7.92,-5.19,19.96,39.91,-19.96,26.61,59.87,-33.26,33.26,66.52,-33.26,33.33,0.1322
"LOGAN.COUTURE","F","20172018","S.J",14,18.48,6.49,3.25,3.25,2.56,4.61,-2.05,19.48,38.96,-19.48,25.97,45.45,-19.48,38.96,51.95,-12.99,33.33,0.1014
"LOGAN.COUTURE","F","20182019","S.J",13,12.37,19.4,14.55,4.85,8.92,4.66,4.27,63.06,38.8,24.25,67.91,48.5,19.4,72.76,53.35,19.4,30.77,0.096
"LOUI.ERIKSSON","F","20162017","VAN",12,13.17,4.56,0,4.56,6.24,7.02,-0.77,41,50.11,-9.11,50.11,59.23,-9.11,59.23,72.89,-13.67,11.11,0.1185
"MARC-EDOUARD.VLASIC","D","20162017","S.J",9,8.37,7.17,14.34,-7.17,3.44,5.73,-2.29,14.34,35.84,-21.51,35.84,43.01,-7.17,57.35,43.01,14.34,50,0.1333
"MARC-EDOUARD.VLASIC","D","20172018","S.J",15,19.52,9.22,3.07,6.15,6.39,3.87,2.52,27.66,39.96,-12.3,33.81,46.11,-12.3,39.96,49.18,-9.22,33.33,0.084
"MARCO.SCANDELLA","D","20172018","BUF",13,13.65,4.4,4.4,0,6.29,2.95,3.34,43.96,35.16,8.79,61.54,35.16,26.37,74.73,43.96,30.77,10,0.0838
"MARCUS.JOHANSSON","F","20162017","WSH",13,11.12,21.58,0,21.58,5.67,1.29,4.37,53.96,21.58,32.37,70.14,21.58,48.56,86.33,26.98,59.35,40,0.06
"MARCUS.JOHANSSON","F","20172018","N.J",5,5.08,0,0,0,8.15,12.28,-4.13,35.43,82.68,-47.24,47.24,106.3,-59.06,59.06,118.11,-59.06,0,0.1156
"MARCUS.JOHANSSON","F","20182019","N.J",10,15.63,3.84,3.84,0,4.07,6.95,-2.88,34.55,49.9,-15.36,34.55,69.1,-34.55,42.23,80.61,-38.39,11.11,0.1006
"MARIAN.HOSSA","F","20162017","CHI",11,11.23,16.03,5.34,10.69,4.86,6.52,-1.66,48.09,42.74,5.34,58.77,74.8,-16.03,64.11,90.83,-26.71,33.33,0.0871
"MARK.GIORDANO","D","20162017","CGY",17,18.15,16.53,3.31,13.22,5.12,6.41,-1.29,56.2,56.2,0,66.12,66.12,0,72.73,72.73,0,29.41,0.097
"MARK.GIORDANO","D","20172018","CGY",18,27.13,6.63,4.42,2.21,4.4,6.59,-2.19,39.81,37.6,2.21,46.44,59.71,-13.27,48.65,70.77,-22.12,16.67,0.1104
"MARK.GIORDANO","D","20182019","CGY",11,11.73,10.23,10.23,0,11.61,9.51,2.1,81.84,56.27,25.58,92.07,86.96,5.12,102.3,97.19,5.12,12.5,0.1094
"MARK.LETESTU","F","20162017","EDM",9,5.75,0,10.43,-10.43,2.61,4.49,-1.88,31.3,41.74,-10.43,41.74,41.74,0,52.17,41.74,10.43,0,0.1075
"MARK.SCHEIFELE","F","20162017","WPG",11,16.25,7.38,3.69,3.69,6.57,5.35,1.22,29.54,33.23,-3.69,51.69,48,3.69,62.77,51.69,11.08,25,0.1115
"MARK.SCHEIFELE","F","20172018","WPG",11,14.27,8.41,0,8.41,7.23,2.9,4.33,50.46,29.43,21.02,63.07,50.46,12.61,71.48,58.86,12.61,16.67,0.0575
"MARK.SCHEIFELE","F","20182019","WPG",12,22.08,13.59,2.72,10.87,5.76,6.47,-0.71,57.07,40.76,16.3,59.78,65.22,-5.43,73.37,84.24,-10.87,23.81,0.0992
"MARK.STONE","F","20162017","OTT",14,18.27,3.28,9.85,-6.57,2,6.27,-4.27,16.42,39.41,-22.99,29.56,55.83,-26.27,42.69,75.53,-32.84,20,0.1124
"MARK.STONE","F","20172018","OTT",10,13.45,4.46,0,4.46,2.1,7.09,-5,26.77,40.15,-13.38,35.69,75.84,-40.15,44.61,80.3,-35.69,16.67,0.0935
"MARK.STONE","F","20182019","OTT",7,8.27,7.26,7.26,0,6.31,6.67,-0.36,43.53,36.28,7.26,50.79,58.04,-7.26,50.79,65.3,-14.51,16.67,0.115
"MARKUS.GRANLUND","F","20162017","VAN",12,9.17,6.54,0,6.54,4.25,3.21,1.05,45.8,32.72,13.09,45.8,52.34,-6.54,52.34,58.89,-6.54,14.29,0.0612
"MARKUS.GRANLUND","F","20172018","VAN",7,7,0,0,0,2.31,5.06,-2.74,25.71,34.29,-8.57,42.86,60,-17.14,60,60,0,0,0.0843
"MARKUS.GRANLUND","F","20182019","VAN",6,5.42,0,0,0,3.43,5.31,-1.88,22.14,22.14,0,44.28,22.14,22.14,44.28,33.21,11.07,0,0.24
"MARTIN.HANZAL","F","20162017","ARI",9,8.57,7,0,7,4.69,7.07,-2.38,49.01,42.01,7,63.01,70.01,-7,63.01,84.01,-21,14.29,0.101
"MATHEW.BARZAL","F","20172018","NYI",19,19.58,12.26,6.13,6.13,5.39,3.25,2.15,49.03,24.51,24.51,58.22,27.58,30.64,67.42,36.77,30.64,25,0.1178
"MATHEW.BARZAL","F","20182019","NYI",16,20.9,8.61,2.87,5.74,10.36,3.47,6.89,57.42,34.45,22.97,66.03,43.06,22.97,86.12,45.93,40.19,15,0.0807
"MATHIEU.PERREAULT","F","20162017","WPG",10,7,0,17.14,-17.14,6.09,9.09,-3,42.86,77.14,-34.29,51.43,85.71,-34.29,51.43,85.71,-34.29,0,0.106
"MATS.ZUCCARELLO","F","20162017","NYR",12,16.78,7.15,0,7.15,3.36,3.04,0.32,17.88,25.03,-7.15,28.61,35.76,-7.15,42.91,50.06,-7.15,40,0.085
"MATS.ZUCCARELLO","F","20172018","NYR",17,19.65,6.11,6.11,0,7.79,3.94,3.85,48.85,36.64,12.21,64.12,42.75,21.37,67.18,54.96,12.21,12.5,0.0921
"MATS.ZUCCARELLO","F","20182019","NYR",8,6.8,8.82,26.47,-17.65,6.26,8.56,-2.29,35.29,79.41,-44.12,44.12,105.88,-61.76,52.94,114.71,-61.76,25,0.0808
"MATT.CULLEN","F","20162017","PIT",11,7.73,0,0,0,11.72,5.82,5.9,77.62,31.05,46.57,85.38,38.81,46.57,85.38,38.81,46.57,0,0.15
"MATT.DUCHENE","F","20162017","COL",8,8.57,21,0,21,7.14,1.96,5.18,56.01,28,28,84.01,42.01,42.01,91.02,42.01,49.01,37.5,0.0467
"MATT.DUCHENE","F","20172018","OTT",13,15.7,15.29,7.64,7.64,4.78,3.4,1.38,42.04,30.57,11.46,57.32,45.86,11.46,61.15,57.32,3.82,36.36,0.0742
"MATT.DUCHENE","F","20182019","CBJ",4,7.48,8.02,0,8.02,8.9,6.1,2.81,48.13,32.09,16.04,64.17,48.13,16.04,72.19,64.17,8.02,16.67,0.1267
"MATT.DUCHENE","F","20182019","OTT",6,6.62,9.06,18.13,-9.06,4.17,6.62,-2.45,45.32,45.32,0,54.38,63.44,-9.06,54.38,72.51,-18.13,20,0.1043
"MATT.DUMBA","D","20162017","MIN",9,7.33,16.37,8.19,8.19,6.47,2.13,4.34,57.3,16.37,40.93,81.86,16.37,65.48,90.04,24.56,65.48,28.57,0.13
"MATT.DUMBA","D","20172018","MIN",15,23.28,5.15,10.31,-5.15,2.5,2.37,0.13,18.04,20.62,-2.58,23.2,33.51,-10.31,28.35,41.24,-12.89,28.57,0.0708
"MATT.GRZELCYK","D","20172018","BOS",9,9.83,0,12.21,-12.21,3.36,6.1,-2.75,12.21,48.83,-36.62,24.42,73.25,-48.83,24.42,85.45,-61.04,0,0.0833
"MATT.GRZELCYK","D","20182019","BOS",11,9.07,6.62,6.62,0,5.95,12.04,-6.09,39.69,86,-46.31,52.92,92.61,-39.69,52.92,105.84,-52.92,16.67,0.13
"MATTHEW.TKACHUK","F","20172018","CGY",12,12.45,9.64,0,9.64,4.39,4.19,0.19,48.19,28.92,19.28,53.01,33.73,19.28,62.65,38.55,24.1,20,0.1243
"MATTHEW.TKACHUK","F","20182019","CGY",7,5.13,11.7,11.7,0,8.3,1.05,7.25,35.09,11.7,23.39,46.78,35.09,11.7,46.78,58.48,-11.7,33.33,0.03
"MATTIAS.EKHOLM","D","20162017","NSH",13,11.5,0,0,0,3.5,5.95,-2.45,31.3,46.96,-15.65,36.52,57.39,-20.87,36.52,57.39,-20.87,0,0.1036
"MATTIAS.EKHOLM","D","20172018","NSH",22,21.63,5.55,5.55,0,6.05,2.72,3.33,36.06,24.97,11.1,49.93,33.29,16.64,52.7,41.61,11.1,15.38,0.0817
"MATTIAS.EKHOLM","D","20182019","NSH",9,8.92,20.18,0,20.18,5.78,4.17,1.61,40.36,26.91,13.45,60.54,53.81,6.73,60.54,73.99,-13.45,50,0.0775
"MATTIAS.JANMARK","F","20172018","DAL",16,19.1,6.28,0,6.28,3.83,4.62,-0.79,37.7,25.13,12.57,50.26,47.12,3.14,56.54,56.54,0,16.67,0.098
"MATTIAS.JANMARK","F","20182019","DAL",8,7.03,8.53,0,8.53,13.74,4.61,9.13,76.81,25.6,51.21,102.42,25.6,76.81,119.49,25.6,93.88,11.11,0.18
"MATT.NISKANEN","D","20162017","WSH",16,17.85,3.36,6.72,-3.36,4.47,6.15,-1.68,40.34,40.34,0,43.7,47.06,-3.36,50.42,53.78,-3.36,8.33,0.1307
"MATT.NISKANEN","D","20172018","WSH",7,6.03,0,0,0,4.78,11.14,-6.37,39.8,59.7,-19.9,59.7,89.55,-29.85,69.65,89.55,-19.9,0,0.1244
"MATT.NISKANEN","D","20182019","WSH",9,5.87,10.22,10.22,0,4.09,7.67,-3.58,20.44,40.89,-20.44,20.44,61.33,-40.89,30.66,81.77,-51.11,50,0.125
"MAX.DOMI","F","20162017","ARI",10,10.72,0,11.19,-11.19,7.05,10.24,-3.19,44.78,95.15,-50.37,50.37,106.34,-55.97,67.16,134.33,-67.16,0,0.0963
"MAX.DOMI","F","20172018","ARI",19,23.05,7.81,5.21,2.6,7.34,6.56,0.78,33.84,46.85,-13.02,49.46,54.66,-5.21,65.08,65.08,0,23.08,0.12
"MAX.DOMI","F","20182019","MTL",13,12.45,14.46,9.64,4.82,4.48,5.93,-1.45,43.37,48.19,-4.82,62.65,67.47,-4.82,67.47,67.47,0,33.33,0.0879
"MAX.PACIORETTY","F","20162017","MTL",22,22.27,13.47,0,13.47,7.73,5.23,2.51,59.27,29.64,29.64,75.44,45.8,29.64,83.52,53.88,29.64,22.73,0.1141
"MAX.PACIORETTY","F","20172018","MTL",14,18.7,3.21,6.42,-3.21,6.22,6.99,-0.77,54.55,64.17,-9.63,64.17,73.8,-9.63,73.8,80.21,-6.42,5.88,0.0948
"MICHAEL.DEL ZOTTO","D","20162017","PHI",14,16.28,0,0,0,5.05,6.93,-1.88,40.54,47.91,-7.37,55.28,70.02,-14.74,62.65,92.14,-29.48,0,0.0989
"MICHAEL.DEL ZOTTO","D","20172018","VAN",11,10.75,5.58,5.58,0,8.26,5.25,3.01,50.23,44.65,5.58,72.56,55.81,16.74,89.3,66.98,22.33,11.11,0.094
"MICHAEL.FROLIK","F","20162017","CGY",15,14,21.43,4.29,17.14,4.24,8.06,-3.81,42.86,51.43,-8.57,51.43,64.29,-12.86,55.71,72.86,-17.14,50,0.1253
"MICHAEL.FROLIK","F","20172018","CGY",12,12.32,4.87,4.87,0,2.48,4.24,-1.75,19.48,34.09,-14.61,29.22,48.7,-19.48,29.22,58.44,-29.22,25,0.087
"MICHAEL.GRABNER","F","20162017","NYR",9,7.2,0,8.33,-8.33,15.58,3.42,12.17,75,16.67,58.33,116.67,25,91.67,116.67,33.33,83.33,0,0.1367
"MICHAEL.GRABNER","F","20172018","NYR",8,6.85,0,0,0,5.17,2.36,2.8,43.8,17.52,26.28,52.55,26.28,26.28,61.31,35.04,26.28,0,0.09
"MIKAEL.BACKLUND","F","20162017","CGY",16,16.3,22.09,7.36,14.72,5.56,8.1,-2.54,40.49,51.53,-11.04,55.21,62.58,-7.36,55.21,66.26,-11.04,54.55,0.1294
"MIKAEL.BACKLUND","F","20172018","CGY",18,22.63,7.95,5.3,2.65,3,5.33,-2.33,37.12,37.12,0,45.07,50.38,-5.3,47.72,58.33,-10.61,21.43,0.1058
"MIKAEL.BACKLUND","F","20182019","CGY",7,6.12,19.61,0,19.61,11.08,0.49,10.59,49.02,9.8,39.22,58.82,9.8,49.02,68.63,29.41,39.22,40,0.05
"MIKAEL.GRANLUND","F","20162017","MIN",14,13.62,8.81,8.81,0,4.76,2.82,1.94,44.05,35.24,8.81,61.67,39.65,22.03,66.08,39.65,26.43,20,0.0711
"MIKAEL.GRANLUND","F","20172018","MIN",14,19.67,0,3.05,-3.05,4.24,3.6,0.64,39.65,30.5,9.15,45.75,39.65,6.1,54.91,45.75,9.15,0,0.0908
"MIKAEL.GRANLUND","F","20182019","MIN",9,9.6,6.25,6.25,0,2.81,1.62,1.19,12.5,31.25,-18.75,31.25,43.75,-12.5,50,43.75,6.25,50,0.0371
"MIKA.ZIBANEJAD","F","20162017","NYR",11,10.3,11.65,0,11.65,5.42,3.44,1.98,34.95,29.13,5.83,46.6,40.78,5.83,64.08,52.43,11.65,33.33,0.0843
"MIKA.ZIBANEJAD","F","20172018","NYR",14,15.18,3.95,11.86,-7.91,3.24,3.64,-0.4,19.76,27.67,-7.91,35.57,43.48,-7.91,43.48,47.43,-3.95,20,0.0836
"MIKA.ZIBANEJAD","F","20182019","NYR",19,28.17,0,8.52,-8.52,2.73,6.54,-3.81,21.3,46.86,-25.56,31.95,63.9,-31.95,38.34,83.07,-44.73,0,0.1023
"MIKE.CAMMALLERI","F","20162017","N.J",13,16.2,3.7,7.41,-3.7,2.93,7.48,-4.56,18.52,40.74,-22.22,33.33,62.96,-29.63,44.44,92.59,-48.15,20,0.1188
"MIKE.FISHER","F","20162017","NSH",10,6.17,0,9.72,-9.72,1.07,9.53,-8.46,9.72,58.35,-48.62,19.45,77.8,-58.35,19.45,87.52,-68.07,0,0.1225
"MIKE.GREEN","D","20162017","DET",23,32.9,0,7.29,-7.29,2.9,6.05,-3.16,25.53,38.3,-12.77,41.95,51.06,-9.12,54.71,60.18,-5.47,0,0.1186
"MIKE.GREEN","D","20172018","DET",15,16.55,0,10.88,-10.88,4.02,5.73,-1.7,29,43.5,-14.5,32.63,50.76,-18.13,39.88,58.01,-18.13,0,0.1129
"MIKE.GREEN","D","20182019","DET",9,9.8,12.24,0,12.24,12.06,2.82,9.24,67.35,12.24,55.1,79.59,12.24,67.35,97.96,12.24,85.71,18.18,0.23
"MIKE.HOFFMAN","F","20162017","OTT",15,17.73,0,6.77,-6.77,5.85,3.38,2.47,50.76,43.99,6.77,74.45,57.53,16.92,81.22,60.91,20.3,0,0.0588
"MIKE.HOFFMAN","F","20172018","OTT",18,21.85,10.98,5.49,5.49,4.7,3.87,0.82,35.7,35.7,0,49.43,49.43,0,57.67,63.16,-5.49,30.77,0.0783
"MIKE.HOFFMAN","F","20182019","FLA",19,24.83,4.83,0,4.83,4.66,2.78,1.88,43.5,31.41,12.08,48.33,41.08,7.25,50.75,65.24,-14.5,11.11,0.0676
"MIKE.MATHESON","D","20162017","FLA",16,21.15,5.67,5.67,0,5.99,3.23,2.75,34.04,22.7,11.35,45.39,31.21,14.18,68.09,45.39,22.7,16.67,0.1036
"MIKE.MATHESON","D","20172018","FLA",12,16.17,3.71,3.71,0,5.68,7.42,-1.74,40.82,33.4,7.42,51.95,51.95,0,55.66,66.79,-11.13,9.09,0.1429
"MIKE.MATHESON","D","20182019","FLA",15,20.22,2.97,2.97,0,3.15,4.9,-1.75,23.74,44.51,-20.77,29.67,59.35,-29.67,35.61,80.12,-44.51,12.5,0.0825
